ID,f1,f2,f3,f4,f5,Is_Nondominated
480,72.172156,27.154704,40.244664,10.274826,18.903952,0
481,78.301664,71.503872,59.348576,89.572673,58.326652,0
482,46.696800,34.037075,94.044850,8.271547,93.088738,1
483,82.671466,12.992992,56.498435,86.654798,57.180916,0
484,90.719982,94.298382,42.238452,37.731366,93.632115,1
485,67.514006,11.602268,4.229175,56.462905,93.017097,0
486,84.424870,67.584775,13.911585,25.423138,87.551122,0
487,18.280723,27.843941,12.960065,67.610823,94.398231,0
488,26.896803,47.540661,63.433974,99.946625,10.480807,1
489,49.857080,38.512012,86.582017,47.596773,11.097753,0
490,63.442415,77.078062,0.288125,85.895668,18.602300,0
491,55.206936,41.579750,71.965382,37.116161,86.976317,0
492,73.049636,64.771317,79.624059,75.402304,3.593868,0
493,39.473435,93.080729,12.572426,73.709655,97.459181,1
494,5.219863,68.219388,46.815414,57.917525,8.534134,0
495,4.300695,66.686666,82.330943,78.201534,54.380573,0
496,9.986682,68.804445,24.188888,91.106870,83.826536,0
497,70.938297,94.884596,3.142182,73.620042,33.024278,1
498,90.606588,26.667520,72.485650,87.764702,4.165682,0
499,39.764758,76.230903,45.491889,26.725263,21.980535,0
500,13.151827,85.712956,57.535541,7.638494,38.258032,0
501,36.773365,18.173919,43.550763,33.209937,34.180371,0
502,73.902656,22.326338,64.185996,57.064963,56.809251,0
503,66.300735,54.838203,87.925511,67.558010,54.696325,0
504,82.976312,60.614656,29.114425,20.709492,15.232779,0
505,89.945521,71.013544,93.737844,60.329180,47.340088,1
506,5.971649,67.164228,58.220875,99.020889,23.915878,0
507,53.073735,65.095734,64.459117,56.129355,77.692801,0
508,20.498121,72.562720,61.973457,89.607511,84.719444,0
509,31.514704,27.623733,98.165332,52.726518,90.642096,1
510,16.388103,64.281892,80.986018,94.739525,33.734014,0
511,72.498117,53.881301,6.062893,68.999974,69.009656,0
512,93.060681,49.731245,23.025092,4.456383,41.564218,0
513,30.191670,76.108830,35.426777,94.907120,96.231021,1
514,62.090859,92.866029,76.085435,54.685964,18.030794,0
515,45.859795,56.087446,86.396158,48.133338,89.767468,1
516,67.434898,13.699906,99.498137,52.723266,39.185830,0
517,65.911376,10.889331,63.653864,49.823600,40.667407,0
518,95.302002,52.253972,21.911748,45.896348,91.938740,1
519,17.609548,21.395704,1.302956,1.419005,82.939162,0
520,73.212261,35.504106,69.831115,39.520592,95.289679,0
521,96.705268,39.279378,85.422190,77.308904,30.999994,0
522,23.203983,45.823465,78.134884,96.016778,76.357907,0
523,85.520699,60.306431,83.540783,78.442086,37.698554,0
524,55.199031,80.475312,4.605674,80.807928,17.788812,0
525,51.468362,80.827544,25.382108,24.580745,40.276440,0
526,89.464280,0.044278,90.138310,15.380703,99.008637,1
527,95.484699,49.467519,51.272025,48.154934,63.544364,0
528,9.072170,3.261795,5.770292,44.436535,27.554794,0
529,62.203956,99.244229,38.632318,57.384126,41.560390,1
530,84.727167,90.223640,87.735561,97.437224,2.751919,1
531,83.981617,75.177217,22.869441,95.632009,14.817793,1
532,67.954993,22.489021,43.138065,71.915990,56.332464,0
533,42.750183,32.633843,83.965966,14.381435,43.010287,0
534,90.375757,84.584955,40.094176,76.310836,82.316083,1
535,88.888742,54.450577,20.446088,25.530908,29.569468,0
536,59.380248,3.280963,63.604247,36.435424,29.524180,0
537,87.949657,46.000239,9.505304,82.674677,4.764126,0
538,72.674922,77.390622,35.260261,82.478786,51.565940,0
539,46.329365,4.540328,29.002919,93.100997,39.182397,0
540,54.670052,53.202168,59.043109,6.133096,36.217626,0
541,72.312827,20.056025,20.357838,1.009061,43.748193,0
542,88.273439,5.190094,19.111870,31.008454,73.172474,0
543,64.063559,41.594390,75.906894,60.963102,89.604080,1
544,81.802674,25.281360,27.143858,12.535648,33.696472,0
545,99.954392,40.575116,22.048843,76.248289,54.247100,1
546,14.960145,38.068968,41.446972,75.382970,2.067138,0
547,26.901964,51.759630,26.884674,62.843405,48.186748,0
548,36.171025,94.920863,63.215950,12.994137,56.009170,0
549,78.073185,70.848970,17.208923,97.242000,44.881365,0
550,15.902500,18.019575,9.823499,80.351810,12.203049,0
551,12.512526,85.047162,34.460409,3.085790,5.189530,0
552,14.217045,21.339335,66.514619,15.732628,11.887439,0
553,76.471914,67.105528,43.532422,54.930978,31.198402,0
554,48.250042,50.667264,38.723727,90.657221,1.606187,0
555,78.217126,12.438283,79.754736,61.591191,84.327809,1
556,9.751433,55.898063,50.108788,70.619318,53.429054,0
557,54.073457,42.959594,30.883442,48.226436,11.849236,0
558,96.151334,71.441077,95.246712,22.672738,87.934102,1
559,80.878999,67.715242,62.502919,31.654966,81.641079,1
560,50.151546,7.089158,31.286316,93.529710,85.068026,0
561,98.190570,62.799339,24.751007,16.281505,18.691444,0
562,1.979566,39.068211,19.142768,41.165546,93.499443,0
563,43.054021,87.798450,60.550477,24.713155,35.585476,0
564,8.391954,33.346259,67.754095,7.211110,20.540141,0
565,38.144104,98.204953,78.486182,73.348674,11.619096,0
566,78.099590,78.526881,60.110270,99.036178,32.525391,1
567,94.127245,91.473111,1.148066,45.011653,97.710423,1
568,10.312136,54.778470,97.895751,55.549542,18.981530,0
569,58.218323,20.444058,51.970426,7.404222,60.548267,0
570,51.678994,74.016137,63.070047,54.960627,68.977884,0
571,14.394192,59.535967,17.211061,92.552220,6.833411,0
572,43.037475,69.579748,45.802221,9.209525,55.337901,0
573,64.163191,70.379231,37.325981,56.365997,45.068647,0
574,67.205604,58.355697,52.575622,24.952437,0.201851,0
575,17.408167,11.706605,44.908475,61.225815,21.308501,0
576,93.905709,0.668213,77.230102,62.520477,37.355480,0
577,5.048894,62.748657,38.561351,93.626714,54.199007,0
578,93.965151,22.048369,72.572591,61.724902,73.940823,0
579,21.466786,66.499452,49.804040,74.282498,32.704465,0
580,89.005702,8.430131,80.718932,86.131963,81.725231,1
581,51.272640,43.838499,99.626229,22.917195,54.687596,1
582,67.067553,70.086763,20.402467,65.399409,81.836956,0
583,5.001857,91.152130,2.950406,35.597103,1.581320,0
584,7.714517,91.116829,35.486083,42.477153,21.534438,0
585,59.709577,59.480322,37.220039,33.303487,88.496431,0
586,38.328424,49.350099,28.330477,78.676951,39.744815,0
587,51.361104,25.335717,98.765959,29.149574,77.074253,1
588,42.749565,20.621741,79.971876,33.360679,86.519335,0
589,91.525718,85.982383,3.500791,78.737335,41.133946,0
590,87.372292,63.795426,83.364313,49.943177,53.502550,0
591,14.438763,78.398736,41.938961,50.008012,78.509772,0
592,59.884541,20.109873,59.023266,40.763286,46.952554,0
593,2.831127,21.002936,28.103808,71.296001,1.149247,0
594,40.877727,92.402687,11.188062,51.642439,78.652238,0
595,94.253131,74.677664,72.056554,82.648809,44.620122,0
596,80.584453,0.796440,92.456106,44.330651,55.338019,0
597,25.488225,74.253084,7.663581,87.263580,82.811683,0
598,21.606011,80.932440,78.635773,63.221660,37.352018,0
599,27.149875,23.178359,31.860897,90.355845,7.764077,0
600,82.887128,34.889008,52.159939,79.448563,88.437655,0
601,34.478142,46.184348,41.451607,1.325104,29.594289,0
602,45.918923,41.109361,72.192923,38.480362,48.937645,0
603,42.960859,74.062615,86.297240,53.188907,78.943219,0
604,29.678669,54.136961,34.522996,41.420093,73.241387,0
605,88.166248,12.149539,63.463926,58.214381,11.841504,0
606,21.189433,31.100250,16.693107,24.372948,26.760080,0
607,33.567384,74.939045,57.191220,98.624667,41.473583,1
608,75.386507,87.146842,67.897849,41.186474,75.359463,0
609,20.366714,32.755216,54.668525,57.540938,2.214148,0
610,94.511419,69.662727,49.570375,93.312724,43.909557,0
611,98.043557,51.228476,11.428577,76.480097,67.889772,1
612,77.298672,95.144203,77.648930,61.133660,85.730890,1
613,67.324644,40.811905,88.561977,22.190046,71.464128,0
614,88.156346,73.131652,69.727542,75.263829,46.505525,0
615,87.417068,20.343647,12.738642,28.550878,53.157739,0
616,51.056180,82.059876,40.456865,48.434443,1.336769,0
617,40.973924,64.777423,1.550833,28.088197,20.795636,0
618,4.198542,47.926009,18.172329,74.308153,84.792789,0
619,54.558518,98.170735,45.047857,51.336821,98.921776,1
620,23.154843,94.254594,4.283755,44.638689,7.000351,0
621,72.923474,60.840894,70.663427,37.448040,36.948194,0
622,4.531928,34.994494,92.928841,37.922654,83.136770,0
623,84.232551,37.324116,63.198868,9.537160,10.367858,0
624,4.865767,58.101509,42.607098,54.803236,52.107319,0
625,35.020299,67.747342,75.850188,1.462825,20.724230,0
626,71.323587,38.662018,66.248395,34.696266,39.075515,0
627,15.867887,25.823102,60.541176,43.316311,77.430268,0
628,85.258495,54.164642,75.826730,30.690451,41.497122,0
629,71.277768,38.621199,58.850493,18.537278,59.977132,0
630,86.151370,86.863964,72.434440,74.575338,55.792745,1
631,58.466809,13.365058,44.385919,45.077628,95.849784,0
632,43.108686,54.934265,53.325140,63.676171,74.823283,0
633,22.504188,52.872442,82.591771,46.311471,27.845755,0
634,65.470908,82.376740,6.314029,77.679048,82.164793,0
635,46.152293,98.330566,78.670835,77.366257,74.783858,1
636,15.060810,21.723089,46.399013,26.400435,41.524097,0
637,88.846412,82.432689,63.003988,85.812039,78.377239,0
638,42.898493,20.106515,51.420104,73.622888,43.641959,0
639,66.677191,9.432742,74.800474,81.271362,70.683786,0
640,96.726359,82.665206,90.309373,93.357108,80.134799,1
641,67.425884,0.571857,46.582576,57.116231,30.403027,0
642,31.810445,96.115942,89.171086,84.917900,40.601180,1
643,1.369855,8.022225,31.219637,1.574292,1.714978,0
644,91.660330,70.615850,30.895599,13.264458,51.163572,0
645,0.534616,93.841374,41.481511,40.233496,39.059361,0
646,6.932832,63.832224,73.300362,67.612539,13.843550,0
647,57.884017,56.948448,86.841079,37.912765,37.148594,0
648,61.852706,63.307266,46.928522,44.305936,49.414767,0
649,86.104530,46.116690,93.993179,50.400377,94.920070,1
650,83.283190,36.243132,86.364142,11.006328,92.504718,0
651,63.164351,5.439075,64.425672,97.424766,6.980066,0
652,55.468771,74.779435,81.025858,41.382746,20.416656,0
653,4.234228,57.972616,45.291107,94.874440,6.060491,0
654,68.539534,2.496622,17.143418,45.357900,45.487244,0
655,68.570054,91.021303,63.903216,95.353510,88.161564,1
656,58.449979,83.379195,64.257760,7.855783,74.056472,0
657,9.490844,59.408278,70.264021,6.652761,23.079466,0
658,91.567223,61.631449,24.628602,69.067977,59.677642,0
659,50.157570,97.618697,68.345378,37.544111,80.007344,0
660,88.458329,12.522055,20.055298,21.622700,69.121181,0
661,60.303955,61.899157,94.077330,77.591154,12.793693,0
662,34.750709,43.539364,39.596159,66.930861,89.189310,0
663,30.605147,55.187714,78.940942,41.621806,16.811813,0
664,47.495097,5.522252,94.238346,7.482121,43.845672,0
665,52.988126,98.530383,16.602182,11.443152,0.870615,0
666,15.557144,20.727298,63.058095,21.970680,2.052082,0
667,82.661835,36.559570,35.369668,30.247903,97.537328,0
668,17.011542,89.823806,77.680333,7.647995,98.672911,1
669,27.136597,9.858293,82.931424,70.667553,61.721880,0
670,15.598087,47.849612,78.055603,30.362394,31.168983,0
671,0.314091,17.424340,87.540563,44.174649,98.423450,1
672,39.570796,71.518646,28.191904,36.380964,19.072599,0
673,34.706237,54.723752,99.177288,66.420171,19.924595,1
674,4.496144,12.635648,56.255520,76.516033,94.041921,0
675,1.582318,52.276014,47.086735,65.605502,55.957885,0
676,68.703915,65.808259,11.701172,79.971791,12.323258,0
677,69.853062,41.614537,51.385074,90.329801,88.988372,1
678,81.785631,51.014838,73.623981,51.289706,86.960608,1
679,40.277584,97.023535,93.232276,74.160262,27.941589,1
680,13.165359,85.470345,16.530229,85.426079,49.076501,0
681,40.655678,90.319078,60.385098,57.661400,55.876595,0
682,37.116952,78.564310,25.279845,93.889496,89.398521,1
683,33.748032,72.946377,57.322320,33.764930,98.852165,1
684,2.523735,25.264604,52.007406,52.195301,58.893308,0
685,75.167617,62.347783,60.028146,5.351446,37.653029,0
686,23.205574,26.537011,55.433747,19.950532,29.394910,0
687,23.708470,94.850295,94.466574,60.994156,92.452247,1
688,78.581264,58.994788,0.643521,77.251629,70.248835,0
689,61.525365,76.042431,51.292217,70.408327,93.517208,0
690,37.580502,70.812183,47.568782,67.439965,76.289334,0
691,4.545250,64.660044,22.674118,67.003253,46.833019,0
692,77.355274,12.340082,62.632236,27.847073,85.298200,0
693,92.838350,99.639830,79.600740,75.373407,21.550076,1
694,33.600707,46.568254,77.338105,91.496587,18.913910,0
695,92.236749,69.562465,61.077073,19.984127,5.552503,0
696,56.846490,65.151568,21.078145,55.645621,85.649340,0
697,83.506594,92.735518,36.588581,31.804957,74.942600,0
698,43.111241,8.754866,28.280113,41.858229,29.251643,0
699,33.220557,29.377590,4.149916,63.709470,59.729242,0
700,65.338349,19.230990,29.565454,61.961592,59.962756,0
701,50.633031,35.041325,91.293101,33.977024,45.561916,0
702,67.811383,54.302143,34.688597,43.564479,79.448082,0
703,27.812916,14.225524,31.316320,84.953422,8.898971,0
704,99.169607,54.100289,98.484575,93.899642,45.281371,1
705,19.849108,16.488478,23.998937,71.013264,27.295000,0
706,34.142527,44.877880,91.323268,18.939342,0.502655,0
707,6.009641,90.476634,64.751646,27.304062,17.719250,0
708,29.426674,11.479692,94.153292,78.420618,46.239118,0
709,86.496260,24.945820,71.712057,85.613250,35.676871,0
710,75.746444,29.507235,29.885713,10.705718,44.005805,0
711,72.971191,94.022080,60.379699,86.313554,82.249465,1
712,17.334305,48.581743,11.692354,68.215316,94.989967,0
713,13.708946,73.388313,63.223816,58.360504,39.012024,0
714,35.513164,4.524919,21.790871,1.517688,58.141710,0
715,10.585323,87.301939,52.314302,69.968991,41.085709,0
716,56.057981,94.265918,8.273404,25.393777,77.998833,0
717,9.873721,7.566111,36.154140,9.216796,58.507844,0
718,22.627525,89.569796,78.350008,69.970521,61.694403,0
719,86.346573,22.306206,87.310884,78.949230,74.816083,0
720,56.125568,24.624416,42.354792,79.357066,3.177848,0
721,78.205077,24.007074,14.430920,11.570132,2.725001,0
722,52.358648,21.825988,98.943176,57.443675,13.788527,0
723,68.876254,89.774356,74.517949,7.643986,89.588418,0
724,79.392939,15.830390,5.178589,55.731058,15.603581,0
725,83.459095,35.833466,91.289244,56.568817,18.267238,0
726,13.959886,57.647243,76.188362,78.150565,27.575741,0
727,20.424676,1.675631,67.919915,7.656826,42.076120,0
728,60.168216,93.710894,31.180214,24.977216,65.416016,0
729,61.923903,33.210978,92.810184,84.486233,22.398254,0
730,23.914255,51.230035,77.357210,4.404038,69.333515,0
731,64.823590,23.148010,68.135301,94.018319,4.678584,0
732,31.965206,43.817672,89.926036,96.226145,44.411524,0
733,75.002841,53.166102,53.778294,27.809952,21.695625,0
734,28.800535,55.632801,2.915518,90.724895,15.628371,0
735,22.008868,51.827618,71.011476,9.572905,31.769470,0
736,96.867460,26.234297,31.305015,83.649848,5.021443,0
737,46.461316,37.961676,31.658676,28.569959,9.137411,0
738,31.482583,4.305240,78.096387,39.822779,44.390383,0
739,89.359459,65.805498,0.805911,94.317482,23.714447,0
740,10.761418,76.812818,50.047732,43.377056,24.950308,0
741,54.747149,27.438460,90.158300,21.520448,88.435516,0
742,55.940543,82.848814,71.284599,69.669511,32.434581,0
743,23.389693,21.088623,85.719166,82.042682,44.057352,0
744,13.240461,38.225225,61.934346,45.440315,78.018927,0
745,99.762282,19.113209,45.965082,43.098391,30.449253,1
746,19.809552,6.569211,88.711932,41.984870,49.689552,0
747,91.694205,77.629048,13.050126,56.541997,44.225227,0
748,79.721107,72.423255,69.040572,34.054484,80.496374,1
749,5.239130,15.962490,33.562328,7.680744,23.499428,0
750,83.015098,94.825154,30.460236,26.451581,27.989265,0
751,27.771908,3.593018,92.691635,21.369815,42.000407,0
752,0.968688,85.795509,73.115735,94.675604,78.161548,1
753,31.370651,24.787336,69.771631,36.411278,56.621501,0
754,0.625747,6.188571,53.536794,56.607165,75.145294,0
755,13.196532,51.318308,19.444765,9.319612,41.049579,0
756,16.333664,22.178198,31.755458,25.938840,8.759129,0
757,8.991625,19.324941,5.055919,62.645702,28.732672,0
758,27.974597,33.199829,66.279628,87.063388,75.908694,0
759,72.752923,48.439119,69.380556,55.276237,21.625053,0
760,20.858837,29.639200,91.080268,54.741485,73.390538,0
761,34.655876,40.771577,12.556558,17.129496,82.735656,0
762,58.483864,33.753246,80.285121,24.651990,97.603270,0
763,34.481760,33.731095,31.191191,12.211152,11.113715,0
764,64.810503,87.511804,79.052051,14.110759,54.558212,0
765,10.559155,4.529464,65.638586,53.515233,8.202369,0
766,3.493925,98.975642,3.002133,44.452825,50.461902,0
767,11.728014,16.906177,35.180501,76.167587,50.708242,0
768,63.790188,98.517456,76.800544,43.436150,44.644192,1
769,61.877207,66.536521,50.071093,64.486123,2.353249,0
770,42.962287,27.893808,12.917444,9.954651,60.319217,0
771,52.360054,25.358412,47.095006,49.223231,19.500899,0
772,65.209306,78.091936,79.146354,60.246983,51.163858,0
773,6.100715,28.783129,9.327145,96.382316,13.508014,0
774,15.177541,88.957662,94.392828,76.582904,0.540492,1
775,0.134627,37.810077,14.339537,1.838615,46.406669,0
776,94.306190,32.381957,66.114068,65.223536,25.108011,0
777,65.042525,21.233397,12.200741,70.138329,11.344082,0
778,99.690922,18.345240,59.414186,41.137457,12.638642,1
779,2.784391,62.273228,80.675757,84.201566,48.271347,0
780,77.745546,67.284713,72.425453,49.259901,63.341174,0
781,80.552591,39.788418,80.597890,59.201684,16.590102,0
782,2.468416,36.275360,54.669633,83.982035,12.748568,0
783,80.020634,86.300905,15.068749,85.159432,99.145357,1
784,72.683883,78.476968,99.441527,60.548125,30.788638,1
785,83.753083,61.448578,58.119542,25.363556,75.633427,0
786,8.166728,92.428707,32.582346,12.777465,44.236653,0
787,4.246991,68.462619,90.270551,83.726301,12.736948,0
788,12.627114,81.343448,92.425427,46.066983,49.897111,0
789,31.826204,89.426512,64.490291,28.825158,29.878287,0
790,89.120008,1.363402,32.272657,55.435669,14.821747,0
791,9.209876,81.527633,89.440438,82.360642,89.878789,1
792,55.311198,81.225812,38.404264,66.626786,98.883553,1
793,22.572773,38.989975,48.004737,13.801549,8.103862,0
794,82.972286,97.679437,40.472506,8.764983,6.581176,0
795,89.131821,46.381424,32.002732,47.646127,31.830409,0
796,48.903577,85.955640,59.230137,69.465378,36.467067,0
797,73.850588,66.661708,11.956200,57.264285,25.674350,0
798,80.409566,42.593771,99.468416,9.250044,78.034786,1
799,67.370174,76.749883,30.752980,49.205449,79.650852,0
800,23.254133,22.603320,55.105095,52.356358,28.226247,0
801,29.807565,27.784516,77.151206,65.190087,83.241719,0
802,97.547303,47.416430,6.669388,4.809231,29.566504,0
803,93.254459,52.321305,27.178652,39.916679,59.859511,0
804,65.294966,15.391951,97.703167,54.477222,13.568832,0
805,89.363525,7.463843,90.773543,99.656566,70.043180,1
806,77.044722,33.730284,94.157685,52.971397,73.238845,1
807,92.410772,97.517997,83.320436,30.301751,96.654752,1
808,62.811953,93.064248,67.610502,30.723896,37.002452,0
809,55.047178,79.001484,31.798255,57.973116,34.562500,0
810,81.576941,46.672810,7.672282,16.605252,6.110466,0
811,49.930295,10.633729,11.413997,94.104826,87.265507,0
812,45.208659,98.580532,0.018653,61.397946,61.642818,0
813,45.744306,39.694798,45.538314,41.496043,73.049247,0
814,13.535543,19.763922,18.051823,26.247059,52.525842,0
815,11.120875,86.816930,29.736153,16.253799,67.562131,0
816,3.808630,61.996856,69.819844,21.491653,4.196407,0
817,36.364536,9.859423,11.647785,25.426123,29.546792,0
818,52.997034,67.839188,59.277094,14.836034,17.208604,0
819,87.876926,55.835231,86.993784,37.154651,61.440001,0
820,52.366341,31.912349,46.991537,50.249087,20.077098,0
821,31.501037,79.140975,91.578824,35.979409,30.697229,0
822,19.519716,67.849117,32.309970,98.774954,32.568481,1
823,39.413604,60.333420,80.168430,46.951867,42.265603,0
824,99.563783,1.049364,89.506529,14.914082,78.592527,1
825,61.793157,34.184728,87.387496,1.290722,22.669066,0
826,56.689280,35.154226,61.037749,2.411019,11.645893,0
827,12.709624,18.928364,45.933144,75.212870,90.553884,0
828,83.537253,19.688787,44.115055,19.941160,26.447181,0
829,50.354698,6.810903,21.817432,93.537816,46.611629,0
830,44.538653,1.456716,24.739975,86.629244,16.462843,0
831,41.512495,1.433091,47.833548,2.102111,81.960956,0
832,82.485376,78.774218,28.336407,83.723722,54.299813,0
833,37.380811,62.532996,1.234105,14.296088,74.229354,0
834,24.416161,59.800912,38.510260,85.480578,95.241531,0
835,88.356473,27.061999,19.416287,47.443489,0.733415,0
836,2.580939,55.329064,52.044940,99.458198,20.184183,1
837,25.810393,11.354065,91.754301,77.781125,82.233911,0
838,90.276379,52.489999,45.119319,33.039147,58.921461,0
839,45.427840,45.156559,93.692787,98.403152,79.648439,1
840,75.675809,68.055816,16.607485,5.910582,69.072631,0
841,72.878622,4.697300,92.805175,9.114064,28.590054,0
842,67.238982,16.987260,5.541589,33.114649,76.597158,0
843,41.367868,65.297293,57.961910,2.221848,98.853999,1
844,4.142809,96.780274,54.986417,96.315903,11.475360,1
845,49.040852,16.950409,5.097488,61.752911,20.778342,0
846,58.769702,11.236448,33.198647,78.163256,43.705152,0
847,62.774542,64.745794,84.375504,32.492279,68.729556,0
848,96.161580,73.024334,48.987048,63.071744,73.968289,0
849,61.227577,1.667581,19.477350,81.046821,27.265065,0
850,73.156212,37.212021,52.188433,6.797330,18.122557,0
851,95.719696,89.013805,65.227511,45.964460,67.576129,1
852,61.861029,56.855225,5.917708,63.280261,76.892004,0
853,99.408166,1.107855,73.017345,57.178931,43.405218,1
854,12.757017,40.908515,35.437718,30.282989,73.087962,0
855,70.072552,58.902010,93.866481,34.985438,24.380194,0
856,65.590331,19.881406,31.501051,22.460244,6.915357,0
857,82.749874,25.454054,47.302750,4.331527,69.933947,0
858,33.056100,74.473673,41.240306,19.575561,51.317508,0
859,13.050456,44.053916,31.730548,91.195959,6.092872,0
860,69.401742,18.275116,31.904508,41.551406,90.801509,0
861,24.257827,9.130880,31.868960,10.467596,12.859649,0
862,57.385060,6.090193,3.093088,71.441410,36.164710,0
863,12.537535,25.361276,64.208651,27.553657,49.452112,0
864,12.169531,58.809363,31.607768,62.696844,80.839488,0
865,61.164642,29.574756,25.574370,32.742096,16.462051,0
866,18.117185,79.069110,38.473258,43.599518,59.404946,0
867,58.965350,6.737687,83.154079,17.732655,72.307164,0
868,77.267099,71.489954,57.897765,1.460900,36.037549,0
869,60.483944,38.745129,86.347989,30.880227,29.353479,0
870,26.599770,33.278087,55.740496,70.701529,66.256791,0
871,80.771782,88.591399,81.607904,1.894540,73.591795,0
872,20.839958,13.292804,63.848879,31.974320,5.711716,0
873,13.762974,0.092942,90.322363,2.461798,20.945577,0
874,41.626278,35.657133,91.172588,4.028894,51.221471,0
875,68.047946,93.169798,62.037125,80.375524,8.372494,1
876,38.593952,37.394713,88.628821,15.137117,15.188617,0
877,32.855815,5.446605,18.245804,96.520964,42.818394,0
878,63.201921,72.611126,36.696141,14.722707,20.658101,0
879,31.326648,63.606842,39.828055,0.681470,52.340719,0
880,92.151339,81.207761,82.521137,79.505802,32.373082,0
881,76.519383,14.316136,65.771614,64.156856,2.556980,0
882,78.797014,90.324810,26.741528,81.239073,8.240597,0
883,59.996786,48.564686,54.592353,92.620520,87.131524,0
884,78.508365,27.369846,91.181862,9.750769,85.332921,0
885,32.816008,5.377231,66.935698,23.127993,24.357113,0
886,30.604717,6.368477,17.712714,0.513963,44.540952,0
887,8.425538,68.265261,23.562285,94.357414,87.125162,0
888,28.944090,78.321545,80.324491,98.656311,59.783999,1
889,8.196573,64.683723,62.497974,63.835058,30.714565,0
890,85.967958,95.947218,21.771251,8.815216,19.453504,0
891,82.055214,67.664463,63.604734,40.179314,57.782797,0
892,30.787413,47.720008,79.306303,98.124159,93.248892,1
893,93.386595,40.222373,46.878988,70.563539,92.219193,1
894,14.199426,30.424186,13.924685,61.200853,30.630100,0
895,32.610786,7.091596,34.979606,86.249651,23.307282,0
896,69.518747,62.962834,86.348461,13.228794,97.758996,1
897,58.262865,99.547416,91.151473,22.151727,5.616201,1
898,25.563909,52.756365,17.159637,16.745975,46.259354,0
899,3.326797,12.188809,41.586134,6.312990,39.675506,0
900,47.400627,45.126661,86.917486,53.006246,46.798046,0
901,41.070925,81.762338,89.505660,85.324247,67.354658,0
902,13.736174,27.686997,4.606306,93.082407,66.079853,0
903,74.636289,31.157174,84.565352,25.960328,0.164376,0
904,37.641497,57.076148,47.870486,86.207614,10.540529,0
905,55.382344,51.297935,28.139298,82.222811,75.284866,0
906,73.285919,87.619247,72.278460,23.184130,70.556271,0
907,30.770281,24.217465,7.300360,74.402858,71.100096,0
908,23.449948,74.937902,91.784088,10.802896,23.263664,0
909,75.026080,27.450668,62.466398,8.116422,45.220248,0
910,73.909142,68.651394,81.507210,87.745212,77.318350,0
911,67.158775,3.172249,53.496667,3.769772,80.806782,0
912,32.072452,56.242937,27.944531,78.250015,88.650252,0
913,39.864249,86.292240,26.707501,53.466093,85.876143,0
914,32.588134,95.404227,12.187950,1.827507,90.413535,0
915,6.864867,99.188920,95.139687,13.702091,53.758463,1
916,18.492030,42.815517,6.142513,22.392459,36.327280,0
917,43.864750,97.749625,80.786565,73.740995,53.704132,1
918,83.999775,33.932284,70.889911,99.378398,31.462891,1
919,67.401754,84.431486,91.580759,71.793269,28.360793,1
920,32.628216,2.075803,76.088598,4.273960,86.465236,0
921,11.866062,17.187651,47.652647,73.788041,13.900221,0
922,44.007107,48.285128,21.228564,11.555838,83.642092,0
923,50.246565,1.438123,80.298130,98.079381,60.592620,0
924,50.370839,87.841586,95.251679,75.453691,44.545293,1
925,59.222140,70.093536,19.427357,44.720103,82.982126,0
926,65.472535,41.120406,66.336253,11.822241,40.149762,0
927,79.312854,22.050879,18.596151,95.081866,20.989763,0
928,26.091858,96.961594,73.470857,69.959653,85.292639,0
929,11.582308,70.595624,50.368860,82.915065,50.814171,0
930,62.024135,47.774212,47.815893,76.796997,62.856640,0
931,63.326321,45.028248,53.110949,74.571766,82.594092,0
932,69.656140,92.407299,82.032409,56.186379,67.140607,0
933,92.630828,61.916805,82.480695,68.881050,55.193636,0
934,24.183820,42.599752,96.774283,65.776538,56.439538,0
935,93.295662,58.651178,52.608252,75.931086,71.266562,0
936,19.316001,47.130827,47.251545,37.822452,51.729348,0
937,41.310740,19.934549,41.236649,7.227695,57.578587,0
938,85.365455,72.528709,36.039404,8.707121,20.214940,0
939,54.549034,20.705708,54.397311,23.159902,84.892388,0
940,39.727148,24.555063,81.232618,34.283896,11.148769,0
941,57.040949,58.156421,71.469568,24.021943,44.377134,0
942,28.236792,8.095373,87.661383,72.886981,30.146306,0
943,59.937299,20.126379,89.023662,11.490635,0.383714,0
944,50.200820,58.312782,57.896532,5.451193,31.404381,0
945,49.919895,21.657919,87.262589,8.710929,48.738444,0
946,69.141606,26.175110,62.424074,82.938515,19.033697,0
947,91.722059,55.355853,29.923200,43.085827,31.219189,0
948,72.511116,79.630066,83.293740,98.576825,79.128429,1
949,60.138407,33.922030,54.459544,4.106817,74.482508,0
950,44.595554,2.002323,6.250694,38.746646,58.342152,0
951,46.420395,61.920431,48.029426,66.170384,21.912606,0
952,11.284319,59.643396,48.468951,2.686766,38.048189,0
953,10.612558,53.135683,39.577768,61.315191,80.560222,0
954,29.966868,96.210211,53.563450,61.829080,68.067238,0
955,66.673153,51.097075,42.876429,5.378197,2.208584,0
956,35.796120,33.366089,38.769515,13.836820,73.816827,0
957,85.696441,93.871463,49.236230,70.086570,85.555112,1
958,41.829111,30.941280,93.672455,51.567655,49.725388,0
959,17.841610,10.815502,84.210686,61.413318,32.582459,0
960,19.173622,55.549728,58.391929,20.699360,85.140575,0
